what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.pde.core,3.4.0.v20090202,org.eclipse.pde.core,1350574126728
started,bundle,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui,1350574126729
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20090115,org.eclipse.team.cvs.core,1350574126730
started,bundle,org.eclipse.team.cvs.ui,3.3.100.r34x_20090121,org.eclipse.team.cvs.ui,1350574126730
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1350574126731
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.4.v200810151458,org.eclipse.wst.common.project.facet.core,1350574126731
started,bundle,org.eclipse.wst.sse.core,1.1.303.v200901290024,org.eclipse.wst.sse.core,1350574126731
started,bundle,org.eclipse.wst.xml.core,1.1.307.v200812040936,org.eclipse.wst.xml.core,1350574126732
started,bundle,com.ibm.pvc.tools.bde,6.2.2.20100816-1002,com.ibm.pvc.tools.bde,1350574126732
started,bundle,com.ibm.pvc.tools.bde.eclipse,6.2.2.20100816-1002,com.ibm.pvc.tools.bde.eclipse,1350574126732
started,bundle,com.ibm.pvc.tools.migration.bde,6.2.2.20100816-1002,com.ibm.pvc.tools.migration.bde,1350574126733
started,bundle,com.ibm.pvc.tools.productconfig,6.2.2.20100816-1002,com.ibm.pvc.tools.productconfig,1350574126733
started,bundle,com.ibm.pvc.tools.startup,6.2.2.20100816-1002,com.ibm.pvc.tools.startup,1350574126733
started,bundle,com.ibm.rcp.tools.wsdl.validation,6.2.2.20100816-1002,com.ibm.rcp.tools.wsdl.validation,1350574126733
started,bundle,org.eclipse.wst.web,1.1.206.v200812100430,org.eclipse.wst.web,1350574126734
started,bundle,com.ibm.rcp.tools.environment.configuration,6.2.2.20100816-1002,com.ibm.rcp.tools.environment.configuration,1350574126909
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350574127049
started,bundle,com.ibm.pvc.tools.j2ee,6.2.2.20100816-1002,com.ibm.pvc.tools.j2ee,1350574133671
started,bundle,org.eclipse.wst.server.core,1.1.3.v20090209,org.eclipse.wst.server.core,1350574133688
started,bundle,com.ibm.rcp.tools.platform,6.2.2.20100816-1002,com.ibm.rcp.tools.platform,1350574133691
started,bundle,org.eclipse.pde.build,3.4.1.R34x_v20081217,org.eclipse.pde.build,1350574134357
started,bundle,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui,1350574137060
started,bundle,org.eclipse.jst.server.core,1.1.3.v20090115,org.eclipse.jst.server.core,1350574137078
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350574137186
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1350574140978
