what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1349808414387
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1349808421436
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808424393
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808427645
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808430213
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808494486
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1349808494722
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1349808500206
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1349808510345
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808512910
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808520219
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808525903
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808580140
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1349808588869
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1349808597782
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808601370
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808644347
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1349808650098
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808653348
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808660135
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808664971
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808681266
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808685941
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1349808847740
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1349808849017
